id,id_kel,ID_KEL.1,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,GID_2,GID_4,Demand,Wasted,Local_stock,Inflow,Outflow2,tanggal,bulan
39,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1833,6,1785,27,15,21/08/2021,August
40,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1895,1,1850,27,17,21/09/2021,September
41,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1834,6,1787,27,14,22/08/2021,August
42,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1850,27,16,22/09/2021,September
43,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1835,6,1787,27,15,23/08/2021,August
44,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1852,27,14,23/09/2021,September
45,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1841,6,1790,27,18,24/08/2021,August
46,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1852,27,14,24/09/2021,September
47,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1841,5,1791,27,18,25/08/2021,August
48,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1856,27,10,25/09/2021,September
49,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1838,6,1791,27,14,26/08/2021,August
50,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1856,27,10,26/09/2021,September
51,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1843,6,1792,27,18,27/08/2021,August
52,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1894,1,1858,27,8,27/09/2021,September
53,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1850,5,1793,27,25,28/08/2021,August
54,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1895,1,1860,27,7,28/09/2021,September
55,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1853,5,1795,27,26,29/08/2021,August
56,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1895,0,1861,27,7,29/09/2021,September
57,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1854,4,1798,27,25,30/08/2021,August
58,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1895,0,1862,27,6,30/09/2021,September
59,1,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,Ancol,IDN.7.5_1,IDN.7.5.5.1_1,1856,3,1799,27,27,31/08/2021,August
60,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1794,33,1,01/09/2021,September
61,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1795,26,1729,29,11,02/08/2021,August
62,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1794,33,1,02/09/2021,September
63,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1796,25,1732,29,10,03/08/2021,August
64,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1828,1,1793,33,1,03/09/2021,September
65,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1798,10,1747,29,12,04/08/2021,August
66,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1828,1,1793,33,1,04/09/2021,September
67,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1797,10,1746,29,12,05/08/2021,August
68,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1794,33,1,05/09/2021,September
69,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1802,7,1753,29,13,06/08/2021,August
70,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1828,1,1793,33,1,06/09/2021,September
71,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1806,3,1765,29,9,07/08/2021,August
72,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1794,33,1,07/09/2021,September
73,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1808,1,1768,29,10,08/08/2021,August
74,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,0,1795,33,1,08/09/2021,September
75,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1810,2,1769,29,10,09/08/2021,August
76,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,0,1796,33,0,09/09/2021,September
77,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1816,5,1771,29,11,10/08/2021,August
78,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,0,1796,33,0,10/09/2021,September
79,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1816,5,1772,29,10,11/08/2021,August
80,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1828,0,1795,33,0,11/09/2021,September
81,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1819,5,1773,29,12,12/08/2021,August
82,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,0,1796,33,0,12/09/2021,September
83,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1819,6,1774,29,10,13/08/2021,August
84,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1795,33,0,13/09/2021,September
85,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1823,6,1776,29,12,14/08/2021,August
86,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1795,33,0,14/09/2021,September
87,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1824,6,1780,29,9,15/08/2021,August
88,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1795,33,0,15/09/2021,September
89,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1823,5,1779,30,9,16/08/2021,August
90,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,1,1796,33,0,16/09/2021,September
91,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1824,5,1781,30,8,17/08/2021,August
92,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,1,1796,33,0,17/09/2021,September
93,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,5,1784,30,6,18/08/2021,August
94,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,1,1796,33,0,18/09/2021,September
95,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,4,1785,30,6,19/08/2021,August
96,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,2,1796,33,0,19/09/2021,September
97,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,3,1786,30,6,20/08/2021,August
98,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,2,1796,33,0,20/09/2021,September
99,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,1,1790,30,4,21/08/2021,August
100,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,1,1796,34,0,21/09/2021,September
101,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,1,1790,30,4,22/08/2021,August
102,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,1,1796,34,0,22/09/2021,September
103,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1824,1,1790,30,3,23/08/2021,August
104,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,1,1796,34,0,23/09/2021,September
105,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1824,1,1793,30,0,24/08/2021,August
106,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,1,1795,34,0,24/09/2021,September
107,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1825,0,1795,30,0,25/08/2021,August
108,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,0,1796,34,0,25/09/2021,September
109,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1824,0,1793,31,0,26/08/2021,August
110,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,0,1797,34,0,26/09/2021,September
111,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1828,1,1794,31,2,27/08/2021,August
112,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,0,1797,34,0,27/09/2021,September
113,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,2,1794,31,2,28/08/2021,August
114,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,0,1797,34,0,28/09/2021,September
115,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,2,1794,31,2,29/08/2021,August
116,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1830,0,1796,34,0,29/09/2021,September
117,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,2,1794,31,2,30/08/2021,August
118,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1831,0,1797,34,0,30/09/2021,September
119,2,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,Angke,IDN.7.1_1,IDN.7.1.8.1_1,1829,1,1794,32,2,31/08/2021,August
120,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2126,5,2071,33,17,01/09/2021,September
121,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2055,11,1986,32,26,02/08/2021,August
122,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2127,1,2075,33,18,02/09/2021,September
123,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2055,8,2000,32,15,03/08/2021,August
124,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2128,1,2078,33,16,03/09/2021,September
125,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2061,7,2001,32,21,04/08/2021,August
126,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2128,1,2079,33,15,04/09/2021,September
127,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2063,7,2010,32,14,05/08/2021,August
128,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2129,1,2080,33,15,05/09/2021,September
129,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2070,3,2017,32,18,06/08/2021,August
130,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2129,1,2088,33,7,06/09/2021,September
131,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2073,4,2023,32,14,07/08/2021,August
132,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2129,1,2090,33,5,07/09/2021,September
133,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2074,5,2023,32,14,08/08/2021,August
134,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2129,1,2090,33,5,08/09/2021,September
135,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2075,5,2023,32,15,09/08/2021,August
136,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2131,1,2092,33,5,09/09/2021,September
137,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2078,7,2029,32,10,10/08/2021,August
138,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2131,1,2092,33,5,10/09/2021,September
139,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2081,6,2031,32,12,11/08/2021,August
140,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2131,1,2092,33,5,11/09/2021,September
141,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2085,8,2031,32,14,12/08/2021,August
142,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2132,1,2093,33,5,12/09/2021,September
143,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2086,6,2034,32,14,13/08/2021,August
144,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2132,1,2093,33,5,13/09/2021,September
145,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2093,5,2040,32,16,14/08/2021,August
146,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2132,1,2094,33,4,14/09/2021,September
147,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2107,4,2052,32,19,15/08/2021,August
148,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2133,1,2095,33,4,15/09/2021,September
149,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2097,4,2042,32,19,16/08/2021,August
150,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2135,1,2095,33,6,16/09/2021,September
151,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2098,4,2042,32,20,17/08/2021,August
152,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2135,1,2096,33,5,17/09/2021,September
153,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2100,4,2045,32,19,18/08/2021,August
154,3,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,Bale Kambang,IDN.7.4_1,IDN.7.4.6.1_1,2135,1,2096,33,5,18/09/2021,September
